mismatch_location,s2id,lat,lon,label,sublabel,iso3,distance_from_shore_m,label_source,drift_radius,total_visits,unique_total_ssvid,unique_active_ssvid,active_ssvid_days,unique_stationary_ssvid,stationary_ssvid_days,stationary_fishing_ssvid_days,unique_stationary_fishing_ssvid,top_destination,dock,source
Only in scratch_amanda,8d691941,2.482567833984331,-50.94715932956419,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69196d,2.4903788440416506,-50.94715932956419,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691969,2.486289896922382,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69197f,2.497639225944318,-50.93152923930102,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dd3,2.843838535577205,-51.05145774756438,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dcb,2.8359418902081948,-51.05145774756438,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691911,2.4907458674580427,-50.95758151822517,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69199d,2.5019141124934836,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dc3,2.839263706004973,-51.03580215164186,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691979,2.4978233316438243,-50.93673884360109,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691977,2.498007431713059,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691907,2.4987437755077178,-50.96279325089739,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691913,2.4905623585694663,-50.95237021109142,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691939,2.4788456094337974,-50.95237021109142,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69191d,2.491112868281661,-50.968005409040074,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691963,2.489828266712284,-50.93152923930102,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691973,2.494284976108815,-50.94715932956419,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691967,2.486106658246871,-50.93673884360109,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69190f,2.4946525737428633,-50.957581518225176,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695c33,2.840098758889715,-51.0566771282418,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695c4b,2.8322023642172565,-51.0566771282418,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691905,2.4948363640785853,-50.9627932508974,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695db1,2.827839011172082,-51.04623879119265,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69193f,2.482750774367457,-50.95237021109142,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691961,2.4859234139679143,-50.93152923930102,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d6919a3,2.506190543081631,-50.95237021109142,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691985,2.5056365366574775,-50.93673884360109,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69196f,2.4901953238835484,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69195d,2.4822019363899424,-50.93673884360109,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d6919a9,2.5026516049418124,-50.96279325089739,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69190d,2.4944687777499497,-50.95237021109142,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691903,2.4950201487481474,-50.968005409040074,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69199b,2.5058212111256983,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dc7,2.8355249423173774,-51.04102025919554,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691945,2.4784802971268554,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dc1,2.835316458466561,-51.03580215164186,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69193d,2.4829337091293073,-50.95758151822517,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695db3,2.828046903339162,-51.05145774756437,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691987,2.505451856541095,-50.93152923930102,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69197b,2.49391735591774,-50.93673884360109,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dbb,2.8276311124133495,-51.04102025919554,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695db7,2.8317860080476316,-51.04623879119265,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dd7,2.847578141535501,-51.04623879119265,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69199f,2.50209849410036,-50.947159329564194,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dd1,2.843629486358196,-51.04623879119265,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69190b,2.498375614924804,-50.95237021109142,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691971,2.4941011688284234,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691943,2.4823848879888515,-50.94194887371143,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695c35,2.8361503542277755,-51.05667712824181,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691915,2.4866563574273206,-50.95237021109142,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691983,2.5017297252383996,-50.93673884360109,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691901,2.498927847290907,-50.968005409040074,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dbf,2.8313696254738807,-51.03580215164186,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69191b,2.490929370698426,-50.9627932508974,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d6919a5,2.506375200551328,-50.95758151822517,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691965,2.4900117981041094,-50.93673884360109,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691917,2.4868395792388727,-50.95758151822517,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d69196b,2.486473129985511,-50.94715932956419,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695ddb,2.8434204305100095,-51.04102025919554,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d6919a7,2.50246724033352,-50.95758151822517,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695db5,2.8319941894380576,-51.05145774756437,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691919,2.4870227954112285,-50.9627932508974,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691947,2.47866295608202,-50.94715932956419,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dcf,2.839681245686932,-51.04623879119265,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d695dcd,2.8398900056033325,-51.05145774756438,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,8d691981,2.5015453323440995,-50.93152923930102,CALCOENE,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,96971d67,-28.298625,-71.185675,CALETA  PUNTA LOBOS,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96b1d12d,-23.5132,-70.53147777777778,CALETA ABTAO (JUAN LOPEZ),,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96913421,-28.942319444444443,-71.50622777777778,CALETA AGUA DE LA ZORRA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,969702b7,-28.260625,-71.17098611111112,CALETA ANGOSTA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96afd53d,-23.64101944444445,-70.39830555555557,CALETA ANTOFAGASTA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,915aa997,-18.47222222222222,-70.31611111111111,CALETA ARICA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96baa9df,-24.37405,-70.55044722222222,CALETA BLANCO ENCALADA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96b02669,-23.852341666666668,-70.50836944444444,CALETA BOLFIN,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96baaef1,-24.503511111111113,-70.56098055555556,CALETA BOTIJA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96ad8ded,-22.438980555555556,-70.25659722222223,CALETA BUENA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,91502d3d,-19.20611111111111,-70.27083333333333,CALETA CAMARONES,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96913bfb,-29.114225,-71.4675,CALETA CARRIZALILLO O MAMANI,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96bcc56f,-26.35450555555556,-70.63361944444445,CALETA CHANARAL,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9691399d,-29.07774722222222,-71.49113888888888,CALETA CHANARAL DE ACEITUNO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96bb4537,-25.65216388888889,-70.64630277777779,CALETA CIFUNCHO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96adf2f5,-22.550722222222223,-70.26761111111111,CALETA COBIJA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96b029b1,-23.75963888888889,-70.46326111111111,CALETA COLOSO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96b1db19,-23.412197222222225,-70.59426388888889,CALETA CONSTITUCION,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9033f717,-3.636820001899814,-80.59989837917931,CALETA CRUZ,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9033f6e1,-3.6355435968060426,-80.58728035726794,CALETA CRUZ,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9033f723,-3.6322533210762313,-80.5967377810572,CALETA CRUZ,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9033f6df,-3.631973367631212,-80.58627720041592,CALETA CRUZ,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9033f719,-3.634769095651994,-80.59639366759981,CALETA CRUZ,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,96adfbbd,-22.760791666666663,-70.30416388888888,CALETA GUALAGUALA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9619b301,-41.65275,-72.6661388888889,CALETA GUTIERREZ,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96ae0705,-22.918772222222223,-70.29653611111111,CALETA HORNITOS,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96ad485d,-21.55281388888889,-70.08886388888888,CALETA HUACHAN,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9696dfd9,-28.460638888888887,-71.22442777777778,CALETA HUASCO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96ad8fdd,-22.34975,-70.251,CALETA INDIGENA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96ae2a41,-23.555683333333334,-70.40571666666668,CALETA LA CHIMBA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9696d11f,-28.698141666666668,-71.31510833333333,CALETA LA PENA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9696d9ff,-28.643277777777776,-71.28418333333333,CALETA LOS BRONCES,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9691344f,-28.91498888888889,-71.51454166666667,CALETA LOS BURROS SUR,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9669c1e1,-37.09730833333334,-73.15916111111112,CALETA LOTA BAJO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96bad485,-25.008758333333333,-70.46877222222223,CALETA PAPOSO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96ad6ef3,-21.89685555555555,-70.17318611111112,CALETA PAQUICA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,961920b9,-42.222550000000005,-72.68961111111112,CALETA POYO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,91500745,-18.51944444444444,-70.31861111111111,CALETA QUIANE,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,96ad421d,-21.749691666666667,-70.15127222222223,CALETA URCU,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9615f48d,-39.78641388888889,-73.39066111111111,CALFUCO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,9105cc4d,-12.001812502893696,-77.1363942988071,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cded,-11.970753333333333,-77.12504,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105d275,-11.95313007586207,-77.12777838620688,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cc75,-12.043019333333334,-77.13042003333334,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cd91,-11.9704384,-77.1323270125,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cc53,-12.001715194053473,-77.13916020873265,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105d20b,-11.95129,-77.12548,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cdc9,-11.99368,-77.124155,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cdb3,-11.998229371183497,-77.13626204068692,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cb9d,-12.0599308,-77.1483076,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cb7b,-12.05584556559913,-77.15506006756726,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cc63,-12.0305,-77.1485,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cb8d,-12.0556,-77.1286,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9105cc41,-12.0229,-77.1292,CALLAO,,PER,0.0,anchorage_overrides,,,,,,0,,,0,,,PER
Only in scratch_amanda,9615ee3f,-39.83530555555556,-73.25835555555555,CAMANCHACA,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,07ebda4b,-2.9130438805758128,-40.834871505969495,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbcd,-2.9051085712993574,-40.839930490579576,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbb5,-2.91282196107876,-40.839930490579576,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbc9,-2.9087434347996246,-40.84498902880222,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbd1,-2.9010314368951,-40.84498902880222,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebda29,-2.897838287633971,-40.82981207502329,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbb7,-2.9126000384088995,-40.84498902880222,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebd987,-2.89398241846225,-40.82981207502328,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbd7,-2.897176042686771,-40.84498902880222,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebd983,-2.889906792900859,-40.83487150596949,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbd3,-2.9012524811283007,-40.839930490579576,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebda2d,-2.901473522201943,-40.83487150596949,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebd97d,-2.8933210516989716,-40.84498902880222,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebda33,-2.9053299051542063,-40.83487150596949,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebda49,-2.913265796890073,-40.82981207502328,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebda4d,-2.9169014729581515,-40.83487150596949,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbcb,-2.908965064630671,-40.839930490579576,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebd979,-2.889686630011144,-40.839930490579576,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebda35,-2.9091866912933275,-40.834871505969495,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbcf,-2.9048872342805345,-40.84498902880222,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,07ebdbb3,-2.9166792606001226,-40.83993049057957,CAMOCIM,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,96a53bc9,-24.798194444444444,-70.18627777777778,CANAMO,,CHL,0.0,anchorage_overrides,,,,,,0,,,0,,,CHL
Only in scratch_amanda,94daf01b,-25.03311562371268,-47.909454749173875,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae57b,-25.001338488877305,-47.92924114029106,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae555,-25.02859734414895,-47.92429385599118,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daf001,-25.031713119308744,-47.919347029345005,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daef8f,-25.00103434688635,-47.914400660392566,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae563,-25.00445620621443,-47.92429385599118,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daefe3,-25.02346084897709,-47.909454749173875,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daf01d,-25.028288252857443,-47.909454749173875,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daf019,-25.031402869406712,-47.90450929572887,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daf005,-25.034828325056928,-47.914400660392566,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae55f,-25.014112759754383,-47.92429385599118,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daef8b,-25.007573354245437,-47.919347029345005,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daf007,-25.036540973366765,-47.919347029345005,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daeff1,-25.01551767715092,-47.91440066039257,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daeff3,-25.01068993301387,-47.91440066039257,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae543,-25.01753537427053,-47.93418888220449,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae55b,-25.02065256301002,-47.929241140291055,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae561,-25.009284499308333,-47.92429385599118,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daefe1,-25.02174857799835,-47.904509295728865,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae54f,-25.027192763609072,-47.93418888220449,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dafaab,-25.03342547294722,-47.92429385599118,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae559,-25.018940987446907,-47.92429385599118,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae557,-25.02376918228031,-47.92429385599118,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daeff9,-25.022057311921262,-47.919347029345005,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daef8d,-25.00586215622381,-47.91440066039257,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daefff,-25.02688523212505,-47.919347029345005,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae553,-25.03030940304256,-47.92924114029106,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae565,-25.006167056404816,-47.92924114029106,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae569,-25.012706630267395,-47.93418888220449,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daefe5,-25.01863341217719,-47.909454749173875,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae56f,-25.007877853515907,-47.934188882204495,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daf003,-25.030000712587928,-47.91440066039257,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daef87,-24.997917219297367,-47.919347029345005,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94dae571,-25.003049044121735,-47.934188882204495,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
Only in scratch_amanda,94daeff7,-25.01722935880299,-47.919347029345005,CANANEIA,,BRA,0.0,anchorage_overrides,,,,,,0,,,0,,,BRA
