label,lat,lon,iso3
vnm_807,21.24633565,107.9569737,VNM
vnm_808,21.39798668,107.6655392,VNM
vnm_809,21.39910703,107.7565747,VNM
vnm_810,21.42606581,107.9912274,VNM
vnm_811,21.42718491,107.9851962,VNM
vnm_812,21.42823832,107.9813499,VNM
vnm_813,21.4294464,107.9918266,VNM
vnm_814,21.42980014,107.9969337,VNM
vnm_815,21.43115267,107.9814449,VNM
vnm_816,21.43159005,107.9853436,VNM
vnm_817,21.43541296,107.9654216,VNM
vnm_818,21.43556484,107.964132,VNM
vnm_819,21.4389415,107.9638142,VNM
vnm_820,21.43921065,107.9656733,VNM
Lach Hoi Fishing Port,105.900582,19.7741345,VNM
Ben Da Fishing Port,107.067655,10.38154022,VNM
Hung Thai Fisheries Logistics Port,107.2128217,10.42173312,VNM
Incomap Fishing Port,107.0722335,10.37513304,VNM
Lo Than + Ship Repair Port,107.072525,10.37438009,VNM
Loc An Fishing Port,107.3360508,10.45588894,VNM
Ganh Hao Fishing Port,105.4133231,9.04274953,VNM
Ba Tri Fishing Port,106.6227013,9.975178376,VNM
Thanh Phu Fishing Port,106.5984999,9.882618799,VNM
Cua Lan Fishing Port,106.5727844,20.36602994,VNM
Fishing port Ninh Cơ,106.2020911,20.0231932,VNM
Tan Xuan Fishing Port,105.7074311,18.82324257,VNM
Xuan Hoi Fishign Port,105.7598177,18.7537732,VNM
Cua Nhuong Fishing Port,106.1045493,18.26046696,VNM
Cửa Sót Fishing Port,105.9201437,18.4511792,VNM
Cho Cau Tau (Quang Phuc) Fishing Port,106.4708318,17.71019004,VNM
CỬA VIỆT Fishing Port,107.1879172,16.8991178,VNM
Cua Tung Fishing Port,107.1044901,17.01345129,VNM
Cua Viet Market Fishing Port,107.1773798,16.8999109,VNM
Con Co Fishing Port,107.3349006,17.15344159,VNM
Thuan An Fishing Port,107.6383988,16.55094,VNM
Tư Hiền Fishing Port,107.9112708,16.3525001,VNM
Trần Đề Fishing Port,106.2008861,9.5255312,VNM
Mỏ Ó Fishing Port,106.1699898,9.4245032,VNM
Ca Mau Fishing Port,105.1534117,9.1642071,VNM
Rạch Gốc Fishing Port,105.0324037,8.6302222,VNM
Sông Đốc Fishing Port,104.843747,9.0452095,VNM
CÁI ĐÔI VÀM Fishing Port,104.808875,8.8586715,VNM
HỐ GÙI Fishing Port,105.2892822,8.8311821,VNM
Tắc Cậu Fishing Port,105.1274188,9.8741956,VNM
An Thới Fishing Port,104.0145654,10.015046,VNM
