s2id,latitude,longitude,label,sublabel,iso3
9105cc93,-12.0261852882117,-77.16322834059397,Callao,,PER
9105ccbf,-12.027104677602793,-77.17382004575953,Callao,,PER
9105cc97,-12.032549686115946,-77.16832596545812,Callao,,PER
9105cc95,-12.026538274810697,-77.16929424389487,Callao,,PER
91415b27,-16.999223453367897,-72.12632181775162,MATARANI,,PER
91415b29,-16.999648904966477,-72.13253885498932,MATARANI,,PER
9105b793,-12.155041645649373,-77.02681992390312,CHORRILLOS,,PER
91168961,-15.220533843970973,-75.2450732357562,San Nicolas,,PER
91ad1897,-8.220248196446327,-79.00619664804655,SALAVERRY,,PER
91ad2209,-8.231341627949972,-79.02193653420125,SALAVERRY,,PER
91ad1899,-8.220703891446297,-79.01027567822867,SALAVERRY,,PER
91ad189b,-8.216175604290944,-79.01070498909394,SALAVERRY,,PER
91ad18a7,-8.231360796662328,-79.01663364863407,SALAVERRY,,PER
91ad220b,-8.225881219031413,-79.0216746489193,SALAVERRY,,PER
91ad18a1,-8.226055626207653,-79.01685310263105,SALAVERRY,,PER
91043323,-12.012885041339262,-77.21461235721277,Callao,,PER
91043325,-12.013149597020728,-77.20933130716851,Callao,,PER
91043327,-12.007155726201116,-77.2090095530364,Callao,,PER
91043321,-12.007327709488687,-77.21442812001165,Callao,,PER
91107b0f,-13.77361373543187,-76.30896381788662,PISCO,,PER
91107b5f,-13.801802445267725,-76.29055888880805,PISCO,,PER
91074bdb,-10.684761814592413,-77.84341688540226,PARAMONGA,,PER
91168be1,-15.214895760689632,-75.25054945486066,San Nicolas,,PER
904970c1,-5.761800257720161,-81.01176803521149,PE PUB,,PER
904d4609,-7.39825,-79.5716666667,Playa Pacasmayo,,PER
910432e1,-12.00206064444464,-77.220269315311,Callao,,PER
910432e7,-11.996999922530394,-77.22048731618766,Callao,,PER
9105ccc3,-12.017238194549579,-77.17438570452862,Callao,,PER
9105cce9,-12.01721271769844,-77.16892211864138,Callao,,PER
9105ccc1,-12.022643961443823,-77.17403694489755,Callao,,PER
9105cceb,-12.022686434766428,-77.1691848975722,Callao,,PER
9105cb6f,-12.062137467655619,-77.16318643225092,Callao,,PER
90339249,-3.4995,-80.3895555556,Puerto Pizarro,,PER
9033f839,-3.66780555556,-80.6541388889,ZORRITOS,,PER
9105d28d,-11.936701004790585,-77.15557285169797,LA PAMPILLA OIL TERMINAL,,PER
9105cb69,-12.062239446987919,-77.16652060655238,Callao,,PER
91ad220d,-8.22624317172483,-79.02806925892985,SALAVERRY,,PER
91ad220f,-8.230976803101653,-79.02807997847428,SALAVERRY,,PER
91043319,-12.013004172423232,-77.22020988054504,Callao,,PER
9104331f,-12.008376719084989,-77.2204995481778,Callao,,PER
914159db,-17.0306944444,-72.0155833333,MOLLENDO,,PER
91415b47,-16.977309797336993,-72.12856870429677,MATARANI,,PER
91415b49,-16.977064235027477,-72.1323743691318,MATARANI,,PER
91415b39,-16.982342905460477,-72.127191502318,MATARANI,,PER
91415b37,-16.982259533929454,-72.13230378313726,MATARANI,,PER
910557bf,-13.0280555556,-76.4830555556,Cerro Azul,,PER
9052aa37,-7.689190503184293,-79.44878223380516,Malabrigo,,PER
9052aa49,-7.689369573692148,-79.4462638633235,Malabrigo,,PER
903645d1,-4.582428342386616,-81.30177460864552,TALARA,,PER
9105d2e3,-11.916377657363805,-77.16142247766138,LA PAMPILLA OIL TERMINAL,,PER
9105d2f1,-11.923788669702363,-77.15559962380647,LA PAMPILLA OIL TERMINAL,,PER
9104332f,-12.011902426879898,-77.20255632019679,Callao,,PER
9104332b,-12.006627244997246,-77.1975522080836,Callao,,PER
